job_category,job_number,job_name,job_statement,parent_job,job_coverage,module_file,module_status,module_note,job_notes
Secure,141,Apply rate limiting to MCP gateway traffic,"When MCP clients are sending excessive requests to my gateway, I want to apply RateLimitPolicy to MCP gateway listeners, so I can prevent resource exhaustion and ensure fair usage across AI agents.",,partial,modules/proc-set-default-rate-limit-policy.adoc,partial,General RateLimitPolicy; MCP-specific listener targeting not documented,NEW job; Some aspects of the job may lack dedicated documentation
Secure,141,Apply rate limiting to MCP gateway traffic,"When MCP clients are sending excessive requests to my gateway, I want to apply RateLimitPolicy to MCP gateway listeners, so I can prevent resource exhaustion and ensure fair usage across AI agents.",,partial,modules/con-mcp-gateway-authentication.adoc,partial,MCP gateway context only,NEW job; Some aspects of the job may lack dedicated documentation
Secure,148,Configure TLS for MCP gateway upstream connections to internal MCP servers,"When my registered MCP servers require HTTPS for internal cluster communication, I want to configure TLS for the upstream connection from the MCP gateway to internal MCP servers, so I can secure end-to-end communication within my cluster.",,gap,,gap,No existing module covers this job,NEW job
Troubleshoot,19,Troubleshoot disconnected installations,"When my disconnected installation is failing, I want to use troubleshooting documentation, so that I can get my installation working.",,partial,modules/con-rhcl-install-disconnected.adoc,partial,Overview of disconnected install,Some aspects of the job may lack dedicated documentation
Troubleshoot,19,Troubleshoot disconnected installations,"When my disconnected installation is failing, I want to use troubleshooting documentation, so that I can get my installation working.",,partial,modules/proc-rhcl-disconnected-install-ts-cat-image.adoc,full,from rhcl-install-disconnected assembly,Some aspects of the job may lack dedicated documentation
Troubleshoot,19,Troubleshoot disconnected installations,"When my disconnected installation is failing, I want to use troubleshooting documentation, so that I can get my installation working.",,partial,modules/proc-rhcl-disconnected-install-ts-ops.adoc,full,from rhcl-install-disconnected assembly,Some aspects of the job may lack dedicated documentation
Troubleshoot,19,Troubleshoot disconnected installations,"When my disconnected installation is failing, I want to use troubleshooting documentation, so that I can get my installation working.",,partial,modules/proc-rhcl-disconnected-install-ts-pods-stuck.adoc,full,from rhcl-install-disconnected assembly,Some aspects of the job may lack dedicated documentation
Troubleshoot,20,Troubleshoot catalog image not accessible,"When my CatalogSource shows READY=False in a disconnected installation, I want to diagnose catalog image accessibility issues, so I can fix the mirrored catalog and proceed with installation.",,full,modules/proc-rhcl-disconnected-install-ts-cat-image.adoc,full,from rhcl-install-disconnected assembly,
Troubleshoot,21,Check for dependent Operators that are not installed,"When dependent Operators are missing after disconnected installation, I want to verify that all Operators are available, so I can identify and fix missing catalog references.",,full,modules/proc-rhcl-disconnected-install-ts-ops.adoc,full,from rhcl-install-disconnected assembly,
Troubleshoot,22,Troubleshoot stuck pods in a disconnected installation,"When pods are stuck in ImagePullBackOff status, I want to verify image mirroring and ImageDigestMirrorSet configuration, so I can resolve image pull failures in my disconnected cluster.",,full,modules/proc-rhcl-disconnected-install-ts-pods-stuck.adoc,full,from rhcl-install-disconnected assembly,
Troubleshoot,56,Troubleshoot and support for MCP gateway,"When I encounter issues with my MCP gateway deployment, I want to systematically diagnose and resolve problems across installation, configuration, and operation, so I can restore normal gateway functionality.",,partial,modules/proc-mcp-gateway-ts-pods-not-starting.adoc,full,from mcp-gateway-troubleshooting assembly,Some aspects of the job may lack dedicated documentation
Troubleshoot,56,Troubleshoot and support for MCP gateway,"When I encounter issues with my MCP gateway deployment, I want to systematically diagnose and resolve problems across installation, configuration, and operation, so I can restore normal gateway functionality.",,partial,modules/con-mcp-gateway-ts-gateway-routing.adoc,full,from mcp-gateway-troubleshooting assembly,Some aspects of the job may lack dedicated documentation
Troubleshoot,56,Troubleshoot and support for MCP gateway,"When I encounter issues with my MCP gateway deployment, I want to systematically diagnose and resolve problems across installation, configuration, and operation, so I can restore normal gateway functionality.",,partial,modules/proc-mcp-gateway-ts-authn-issues.adoc,partial,Authentication troubleshooting section,Some aspects of the job may lack dedicated documentation
Troubleshoot,56,Troubleshoot and support for MCP gateway,"When I encounter issues with my MCP gateway deployment, I want to systematically diagnose and resolve problems across installation, configuration, and operation, so I can restore normal gateway functionality.",,partial,modules/proc-mcp-gateway-ts-authz-issues.adoc,partial,Authorization troubleshooting section,Some aspects of the job may lack dedicated documentation
Troubleshoot,56,Troubleshoot and support for MCP gateway,"When I encounter issues with my MCP gateway deployment, I want to systematically diagnose and resolve problems across installation, configuration, and operation, so I can restore normal gateway functionality.",,partial,modules/proc-mcp-gateway-ts-gateway-listener.adoc,partial,from mcp-gateway-troubleshooting assembly,Some aspects of the job may lack dedicated documentation
Troubleshoot,56,Troubleshoot and support for MCP gateway,"When I encounter issues with my MCP gateway deployment, I want to systematically diagnose and resolve problems across installation, configuration, and operation, so I can restore normal gateway functionality.",,partial,modules/proc-mcp-gateway-ts-on-prem-mcp-server.adoc,partial,from mcp-gateway-troubleshooting assembly,Some aspects of the job may lack dedicated documentation
Troubleshoot,56,Troubleshoot and support for MCP gateway,"When I encounter issues with my MCP gateway deployment, I want to systematically diagnose and resolve problems across installation, configuration, and operation, so I can restore normal gateway functionality.",,partial,modules/proc-mcp-gateway-ts-ext-mcp-server-connect-issues.adoc,partial,from mcp-gateway-troubleshooting assembly,Some aspects of the job may lack dedicated documentation
Troubleshoot,67,Troubleshoot with traces and logs,"When I encounter request-level issues in my deployment, I want to search for traces and correlate them with logs, so I can identify timing issues and narrow down problems to specific services.",,full,modules/con-troubleshoot-tracing-logs.adoc,full,from observability assembly,
Troubleshoot,67,Troubleshoot with traces and logs,"When I encounter request-level issues in my deployment, I want to search for traces and correlate them with logs, so I can identify timing issues and narrow down problems to specific services.",,full,modules/proc-obs-access-logs-correlation.adoc,full,from observability assembly,
Troubleshoot,127,Get support,"When I encounter an issue with Red Hat Connectivity Link, I want to know what support channels are available, so I can get help resolving my problem quickly.",,partial,modules/support.adoc,full,from getting-support assembly,Some aspects of the job may lack dedicated documentation
Troubleshoot,127,Get support,"When I encounter an issue with Red Hat Connectivity Link, I want to know what support channels are available, so I can get help resolving my problem quickly.",,partial,modules/support-submitting-a-case.adoc,full,from getting-support assembly,Some aspects of the job may lack dedicated documentation
Troubleshoot,127,Get support,"When I encounter an issue with Red Hat Connectivity Link, I want to know what support channels are available, so I can get help resolving my problem quickly.",,partial,modules/support-knowledgebase-search.adoc,partial,Knowledgebase search,Some aspects of the job may lack dedicated documentation
Troubleshoot,130,Troubleshoot AuthPolicy,"When my AuthPolicy is not enforcing authentication or authorization as expected, I want to diagnose and resolve common configuration issues, so I can protect my APIs correctly.",,partial,modules/proc-rhcl-ts-x509-auth.adoc,partial,X.509 AuthPolicy troubleshooting only,NEW job; Some aspects of the job may lack dedicated documentation
Troubleshoot,130,Troubleshoot AuthPolicy,"When my AuthPolicy is not enforcing authentication or authorization as expected, I want to diagnose and resolve common configuration issues, so I can protect my APIs correctly.",,partial,modules/proc-mcp-gateway-ts-authn-issues.adoc,partial,MCP gateway auth troubleshooting,NEW job; Some aspects of the job may lack dedicated documentation
Troubleshoot,131,Troubleshoot RateLimitPolicy,"When my RateLimitPolicy is not applying limits or counters are behaving unexpectedly, I want to diagnose Limitador configuration and counter behavior, so I can enforce rate limits reliably.",,partial,modules/proc-viewing-rate-limit-trace-IDs.adoc,partial,Trace ID logging only; no dedicated RateLimitPolicy troubleshooting,NEW job; Some aspects of the job may lack dedicated documentation
Troubleshoot,132,Troubleshoot DNSPolicy,"When my DNSPolicy is not creating or updating DNS records as expected, I want to diagnose provider credentials, policy status, and record propagation, so I can resolve DNS routing issues.",,partial,modules/proc-ts-coredns-single-cluster.adoc,partial,CoreDNS troubleshooting; not DNSPolicy provider troubleshooting,NEW job; Some aspects of the job may lack dedicated documentation
Troubleshoot,132,Troubleshoot DNSPolicy,"When my DNSPolicy is not creating or updating DNS records as expected, I want to diagnose provider credentials, policy status, and record propagation, so I can resolve DNS routing issues.",,partial,modules/con-coredns-troubleshooting.adoc,partial,CoreDNS-specific issues,NEW job; Some aspects of the job may lack dedicated documentation
Troubleshoot,133,Troubleshoot TLSPolicy,"When my TLSPolicy is not provisioning certificates, I want to diagnose cert-manager integration and policy status conditions, so I can resolve TLS configuration failures.",,partial,modules/proc-set-tls-policy.adoc,partial,TLS policy configuration; no dedicated TLSPolicy troubleshooting,NEW job; Some aspects of the job may lack dedicated documentation
Upgrade,43,Update Connectivity Link,"When a new version of Red Hat Connectivity Link is released, I want to update my installation to the latest version, so I can benefit from new features, fixes, and continued support.",,partial,modules/con-update-rhcl-with-web-console.adoc,full,from updating-rhcl assembly,Some aspects of the job may lack dedicated documentation
Upgrade,43,Update Connectivity Link,"When a new version of Red Hat Connectivity Link is released, I want to update my installation to the latest version, so I can benefit from new features, fixes, and continued support.",,partial,modules/proc-update-rhcl-with-web-console.adoc,full,from updating-rhcl assembly,Some aspects of the job may lack dedicated documentation
Upgrade,43,Update Connectivity Link,"When a new version of Red Hat Connectivity Link is released, I want to update my installation to the latest version, so I can benefit from new features, fixes, and continued support.",,partial,modules/con-supported-configs.adoc,partial,Version compatibility context,Some aspects of the job may lack dedicated documentation
